borough,data_as_of,encoded_poly_line,encoded_poly_line_lvls,id,link_id,link_name,link_points,owner,speed,status,transcom_id,travel_time,minutes,data_point,new_date
Manhattan,2018-07-07T11:59:04.000,}btwFx|ubMsD_AgJcAcR{ByJ_AsBFiEbByCXaFuAkLiDsTaNsPoKmCmB,BBBBBBBBBBBBB,1,4616337,11th ave n ganservoort - 12th ave @ 40th st,"40.74047,-74.009251 40.74137,-74.00893 40.7431706,-74.008591 40.7462304,-74.00797 40.74812,-74.007651 40.748701,-74.007691 40.74971,-74.00819 40.75048,-74.008321 40.751611,-74.00789 40.7537504,-74.00704 40.75721,-74.00463 40.76003,-74.002631 40.7607405,-7",NYC_DOT_LIC,13.67,0,4616337,392,True,"40.74137,-74.00893",2018-07-07T11:00:04.000
Manhattan,2018-07-07T11:59:04.000,y{swFvavbMjANlGSvQn@fa@fBhQdA,BBBBBB,2,4616325,11th ave s ganservoort - west st @ spring st,"40.73933,-74.01004 40.73895,-74.01012 40.7376,-74.010021 40.7346,-74.01026 40.72912,-74.010781 40.72619,-74.011131",NYC_DOT_LIC,21.12,0,4616325,154,True,"40.73895,-74.01012",2018-07-07T11:00:04.000
Queens,2018-07-07T19:59:04.000,wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@,BBBBBBB,170,4616356,Belt Pkwy W 182nd St - JFK Expressway,"40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471",NYC_DOT_LIC,23.61,0,4616356,158,True,"40.66738,-73.77021",2018-07-07T19:00:04.000
Queens,2018-07-07T19:59:04.000,}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,169,4616355,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",NYC_DOT_LIC,42.25,0,4616355,216,True,"40.66579,-73.75706",2018-07-07T19:00:04.000
Queens,2018-07-07T19:59:04.000,w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@,BBBBBBBBBBBBBBBBBBBBB,332,4616354,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,"40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739",NYC_DOT_LIC,41.01,0,4616354,223,True,"40.68314,-73.72692",2018-07-07T19:00:04.000
Manhattan,2018-07-07T19:59:04.000,kaxwFjptbM{GuFuFgIwHsFmJqG_OwJcCw@qE[cBc@,BBBBBBBBB,4,4616338,12th Ave N 40th - 57th St,"40.7607,-74.002141 40.76212,-74.91 40.76335,-73.999271 40.76491,-73.99805 40.7667406,-73.996681 40.7693,-73.994801 40.7699605,-73.994521 40.7710104,-73.99438 40.7715106,-73.9942",NYC_DOT_LIC,13.67,0,4616338,239,True,"40.76212,-74.91",2018-07-07T19:00:04.000
Manhattan,2018-07-07T19:59:04.000,}btwFx|ubMsD_AgJcAcR{ByJ_AsBFiEbByCXaFuAkLiDsTaNsPoKmCmB,BBBBBBBBBBBBB,1,4616337,11th ave n ganservoort - 12th ave @ 40th st,"40.74047,-74.009251 40.74137,-74.00893 40.7431706,-74.008591 40.7462304,-74.00797 40.74812,-74.007651 40.748701,-74.007691 40.74971,-74.00819 40.75048,-74.008321 40.751611,-74.00789 40.7537504,-74.00704 40.75721,-74.00463 40.76003,-74.002631 40.7607405,-7",NYC_DOT_LIC,11.18,0,4616337,479,True,"40.74137,-74.00893",2018-07-07T19:00:04.000
Manhattan,2018-07-07T19:59:04.000,y{swFvavbMjANlGSvQn@fa@fBhQdA,BBBBBB,2,4616325,11th ave s ganservoort - west st @ spring st,"40.73933,-74.01004 40.73895,-74.01012 40.7376,-74.010021 40.7346,-74.01026 40.72912,-74.010781 40.72619,-74.011131",NYC_DOT_LIC,19.88,0,4616325,165,True,"40.73895,-74.01012",2018-07-07T19:00:04.000
Queens,2018-07-08T00:59:04.000,wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@,BBBBBBB,170,4616356,Belt Pkwy W 182nd St - JFK Expressway,"40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471",NYC_DOT_LIC,48.46,0,4616356,77,True,"40.66738,-73.77021",2018-07-08T00:00:04.000
Queens,2018-07-08T00:59:04.000,}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,169,4616355,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",NYC_DOT_LIC,53.43,0,4616355,173,True,"40.66579,-73.75706",2018-07-08T00:00:04.000
Queens,2018-07-08T00:59:04.000,w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@,BBBBBBBBBBBBBBBBBBBBB,332,4616354,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,"40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739",NYC_DOT_LIC,54.05,0,4616354,170,True,"40.68314,-73.72692",2018-07-08T00:00:04.000
Manhattan,2018-07-08T00:59:04.000,kaxwFjptbM{GuFuFgIwHsFmJqG_OwJcCw@qE[cBc@,BBBBBBBBB,4,4616338,12th Ave N 40th - 57th St,"40.7607,-74.002141 40.76212,-74.91 40.76335,-73.999271 40.76491,-73.99805 40.7667406,-73.996681 40.7693,-73.994801 40.7699605,-73.994521 40.7710104,-73.99438 40.7715106,-73.9942",NYC_DOT_LIC,10.56,0,4616338,298,True,"40.76212,-74.91",2018-07-08T00:00:04.000
Manhattan,2018-07-08T00:59:04.000,}btwFx|ubMsD_AgJcAcR{ByJ_AsBFiEbByCXaFuAkLiDsTaNsPoKmCmB,BBBBBBBBBBBBB,1,4616337,11th ave n ganservoort - 12th ave @ 40th st,"40.74047,-74.009251 40.74137,-74.00893 40.7431706,-74.008591 40.7462304,-74.00797 40.74812,-74.007651 40.748701,-74.007691 40.74971,-74.00819 40.75048,-74.008321 40.751611,-74.00789 40.7537504,-74.00704 40.75721,-74.00463 40.76003,-74.002631 40.7607405,-7",NYC_DOT_LIC,17.39,0,4616337,311,True,"40.74137,-74.00893",2018-07-08T00:00:04.000
Manhattan,2018-07-08T00:59:04.000,y{swFvavbMjANlGSvQn@fa@fBhQdA,BBBBBB,2,4616325,11th ave s ganservoort - west st @ spring st,"40.73933,-74.01004 40.73895,-74.01012 40.7376,-74.010021 40.7346,-74.01026 40.72912,-74.010781 40.72619,-74.011131",NYC_DOT_LIC,18.64,0,4616325,175,True,"40.73895,-74.01012",2018-07-08T00:00:04.000
Queens,2018-07-08T02:59:03.000,avewFpljaM|@hR???fDOlFu@dI??D|P??BhSQ~@_@h@??uDdDcAf@}ANiEQkIG??{GXeC^gBj@EH??qQlGiSvHuC|@u]bNwd@jTwQfI{K`GkPxHqPlG,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,171,4616357,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave,"40.66673,-73.78649 40.66642,-73.78958 40.66642,-73.78958 40.66642,-73.790421 40.6665006,-73.79161 40.666771,-73.793241 40.666771,-73.793241 40.6667404,-73.796111 40.6667404,-73.796111 40.6667205,-73.799361 40.6668105,-73.799681 40.6669706,-73.79989 40.666",NYC_DOT_LIC,27.34,0,4616357,440,True,"40.66642,-73.78958",2018-07-08T02:00:03.000
Queens,2018-07-08T02:59:03.000,wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@,BBBBBBB,170,4616356,Belt Pkwy W 182nd St - JFK Expressway,"40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471",NYC_DOT_LIC,52.81,0,4616356,71,True,"40.66738,-73.77021",2018-07-08T02:00:03.000
Queens,2018-07-08T02:59:03.000,}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,169,4616355,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",NYC_DOT_LIC,56.54,0,4616355,162,True,"40.66579,-73.75706",2018-07-08T02:00:03.000
Queens,2018-07-08T02:59:03.000,w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@,BBBBBBBBBBBBBBBBBBBBB,332,4616354,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,"40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739",NYC_DOT_LIC,56.54,0,4616354,163,True,"40.68314,-73.72692",2018-07-08T02:00:03.000
Manhattan,2018-07-08T02:59:03.000,oqjwFt}sbMwCn@gABoBWkF{AaE}AaBm@mJoDaI}Co@UoAmAyAwBiBiDi@eBg@yB_@mBS{BAuCBeARoCb@{Ej@aA~@_@t@HVXD^C`@u@hBWl@qCtDgChDsH`KyKtNcNjQaCfDiBnCaCrD,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,149,4616339,BQE N Atlantic Ave - BKN Bridge Manhattan Side,"40.6916,-73.99915 40.69236,-73.99939 40.69272,-73.999411 40.69328,-73.99929 40.6940504,-73.999001 40.694461,-73.998831 40.694931,-73.99862 40.69543,-73.99836 40.69592,-73.99813 40.69675,-73.99772 40.6977506,-73.997251 40.698871,-73.996721 40.6993606,-73.9",NYC_DOT_LIC,42.25,0,4616339,171,True,"40.69236,-73.99939",2018-07-08T02:00:03.000
Manhattan,2018-07-08T02:59:03.000,kaxwFjptbM{GuFuFgIwHsFmJqG_OwJcCw@qE[cBc@,BBBBBBBBB,4,4616338,12th Ave N 40th - 57th St,"40.7607,-74.002141 40.76212,-74.91 40.76335,-73.999271 40.76491,-73.99805 40.7667406,-73.996681 40.7693,-73.994801 40.7699605,-73.994521 40.7710104,-73.99438 40.7715106,-73.9942",NYC_DOT_LIC,13.67,0,4616338,237,True,"40.76212,-74.91",2018-07-08T02:00:03.000
Manhattan,2018-07-08T02:59:03.000,}btwFx|ubMsD_AgJcAcR{ByJ_AsBFiEbByCXaFuAkLiDsTaNsPoKmCmB,BBBBBBBBBBBBB,1,4616337,11th ave n ganservoort - 12th ave @ 40th st,"40.74047,-74.009251 40.74137,-74.00893 40.7431706,-74.008591 40.7462304,-74.00797 40.74812,-74.007651 40.748701,-74.007691 40.74971,-74.00819 40.75048,-74.008321 40.751611,-74.00789 40.7537504,-74.00704 40.75721,-74.00463 40.76003,-74.002631 40.7607405,-7",NYC_DOT_LIC,20.5,0,4616337,263,True,"40.74137,-74.00893",2018-07-08T02:00:03.000
Manhattan,2018-07-08T02:59:03.000,iaxwF|tkbMhBnCtChChGpEjGxE~CvBxEnGlGhFrA|AfAp@hEdEbGtEpF~DzE|DvGhFlGhG~CxB|EjC~BfA`Dv@zMfBxAd@bChApBrA~DfC,BBBBBBBBBBBBBBBBBBBBBBBBB,222,4616332,FDR S 63rd - 25th St,"40.7606904,-73.956791 40.7601606,-73.95751 40.75941,-73.9582 40.758081,-73.959251 40.75674,-73.96034 40.75594,-73.960941 40.7548505,-73.9623 40.7535,-73.96347 40.7530804,-73.963941 40.7527204,-73.96419 40.75171,-73.96518 40.75041,-73.96625 40.7492,-73.967",NYC_DOT_LIC,49.7,0,4616332,137,True,"40.7601606,-73.95751",2018-07-08T02:00:03.000
Manhattan,2018-07-08T02:59:03.000,slswFpdobMcJ{Fy@_@sBq@kKeBaDc@eB_@iBs@kC{AuBkAqDqC_EiEyCuCcDaCeT}PuJuIrAhAcE{CaEkDcEkFsEiD}FiEiHoFcAwA}BoD,BBBBBBBBBBBBBBBBBBBBBBBBB,215,4616329,FDR N 25th - 63rd St,"40.7369006,-73.974651 40.73868,-73.973391 40.73897,-73.97323 40.73955,-73.97298 40.7415304,-73.97247 40.7423406,-73.97229 40.7428504,-73.97213 40.74338,-73.971871 40.7440804,-73.97141 40.7446706,-73.97103 40.7455605,-73.970301 40.7465204,-73.96929 40.7472",NYC_DOT_LIC,46.6,0,4616329,147,True,"40.73868,-73.973391",2018-07-08T02:00:03.000
Manhattan,2018-07-08T02:59:03.000,y{swFvavbMjANlGSvQn@fa@fBhQdA,BBBBBB,2,4616325,11th ave s ganservoort - west st @ spring st,"40.73933,-74.01004 40.73895,-74.01012 40.7376,-74.010021 40.7346,-74.01026 40.72912,-74.010781 40.72619,-74.011131",NYC_DOT_LIC,26.71,0,4616325,121,True,"40.73895,-74.01012",2018-07-08T02:00:03.000
Queens,2018-07-08T02:59:03.000,kr_xFpqraM|IgFfJaGbNaIjCqAtDw@vDOlLf@xHfBpOnBzJ`A|Cn@pEfBz[|O|HzEtBdBnElFhElHbAxB,BBBBBBBBBBBBBBBBBBB,167,4616312,BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl),"40.7992604,-73.828251 40.79751,-73.827091 40.795711,-73.8258 40.7932906,-73.82419 40.7925904,-73.82378 40.791681,-73.823501 40.7907606,-73.823421 40.7886106,-73.82362 40.7870405,-73.82414 40.78439,-73.8247 40.78249,-73.825031 40.7817,-73.82527 40.78065,-7",NYC_DOT_LIC,55.92,0,4616312,115,True,"40.79751,-73.827091",2018-07-08T02:00:03.000
Queens,2018-07-08T02:59:03.000,gtqwFvmsaM`DyAnBoA~AeBzF{J`B_C`BgBhBaB~CoBdBaAtAw@nB}@|Ac@pAOx@Ez@AfCNj@Bh@LhDRtAExAQhA[x@Y~AcAxE}DbBeAjAg@t@Ur@c@tJgLlAwAdAy@t@q@jEcDvC_B|EeCp@a@x@_@bMwFtBq@xGcC,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,422,4616298,VWE N MP4.63 (Exit 6 - Jamaica Ave) - MP6.39 (Exit 11 Jewel Ave),"40.7278806,-73.832761 40.7270705,-73.83231 40.7265105,-73.831911 40.72603,-73.8314 40.724771,-73.829501 40.72428,-73.82886 40.72379,-73.828341 40.72326,-73.827851 40.7224605,-73.82729 40.721951,-73.82696 40.7215205,-73.826681 40.7209605,-73.826371 40.7204",NYC_DOT_LIC,53.43,0,4616298,168,True,"40.7270705,-73.83231",2018-07-08T02:00:03.000
Queens,2018-07-08T02:59:03.000,ifgwFhlmaMlCu@`Fo@dJMrSp@`PfDnCd@pCk@|B_D^}D_@yCuAoCmIuEsCmEs@sCc@_GYyLaAa^uDuaAKqMLyT\mJ`Dij@,BBBBBBBBBBBBBBBBBBBBBBB,425,4616276,VWE S MP2.66 (Exit 2 Rockaway Blvd) - Belt Pkwy E 182nd St,"40.67445,-73.80181 40.67374,-73.80154 40.6726106,-73.801301 40.6708206,-73.80123 40.66752,-73.801481 40.66479,-73.802321 40.66407,-73.802511 40.6633405,-73.80229 40.6627104,-73.80149 40.66255,-73.800541 40.6627104,-73.799771 40.6631406,-73.799051 40.66481",NYC_DOT_LIC,49.08,0,4616276,220,True,"40.67374,-73.80154",2018-07-08T02:00:03.000
Queens,2018-07-08T02:59:03.000,culwF~gpaMzHqCjUaKlGgDnl@wXndA_b@bRaH,BBBBBBB,426,4616272,VWE S MP4.63 (Exit 6 Jamaica Ave) - MP2.66 (Exit 2 Roackaway Blvd),"40.7024204,-73.816481 40.700841,-73.815751 40.69726,-73.81382 40.6959105,-73.812981 40.68863,-73.808861 40.6775105,-73.803261 40.67445,-73.80181",NYC_DOT_LIC,56.54,0,4616272,121,True,"40.700841,-73.815751",2018-07-08T02:00:03.000
Queens,2018-07-08T02:59:03.000,otqwFbosaMlEuBbBmA~BsC~CuF`CqDxBcC|CgCbK{FnBg@bDYnCXvGb@lADvAA~AUhBm@zA{@vCsCzB_BtEkDzIuKxAiBnGcFbHuDpPaIlN_F,BBBBBBBBBBBBBBBBBBBBBBBBBBB,427,4616259,VWE S MP6.39 (Exit 11 Jewel Ave) - MP4.63 (Exit 6 Jamaica Ave),"40.7279205,-73.83298 40.7268904,-73.83239 40.72639,-73.832001 40.7257505,-73.83126 40.724951,-73.830031 40.724301,-73.829141 40.7236905,-73.82848 40.7229,-73.827801 40.7209605,-73.826541 40.7204005,-73.82634 40.71958,-73.82621 40.718861,-73.82634 40.71746",NYC_DOT_LIC,48.46,0,4616259,185,True,"40.7268904,-73.83239",2018-07-08T02:00:03.000
Queens,2018-07-08T03:59:04.000,avewFpljaM|@hR???fDOlFu@dI??D|P??BhSQ~@_@h@??uDdDcAf@}ANiEQkIG??{GXeC^gBj@EH??qQlGiSvHuC|@u]bNwd@jTwQfI{K`GkPxHqPlG,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,171,4616357,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave,"40.66673,-73.78649 40.66642,-73.78958 40.66642,-73.78958 40.66642,-73.790421 40.6665006,-73.79161 40.666771,-73.793241 40.666771,-73.793241 40.6667404,-73.796111 40.6667404,-73.796111 40.6667205,-73.799361 40.6668105,-73.799681 40.6669706,-73.79989 40.666",NYC_DOT_LIC,41.01,0,4616357,299,True,"40.66642,-73.78958",2018-07-08T03:00:04.000
Queens,2018-07-08T03:59:04.000,wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@,BBBBBBB,170,4616356,Belt Pkwy W 182nd St - JFK Expressway,"40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471",NYC_DOT_LIC,55.3,0,4616356,67,True,"40.66738,-73.77021",2018-07-08T03:00:04.000
Queens,2018-07-08T03:59:04.000,}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,169,4616355,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",NYC_DOT_LIC,57.16,0,4616355,161,True,"40.66579,-73.75706",2018-07-08T03:00:04.000
Queens,2018-07-08T03:59:04.000,w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@,BBBBBBBBBBBBBBBBBBBBB,332,4616354,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,"40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739",NYC_DOT_LIC,58.4,0,4616354,158,True,"40.68314,-73.72692",2018-07-08T03:00:04.000
Manhattan,2018-07-08T03:59:04.000,kaxwFjptbM{GuFuFgIwHsFmJqG_OwJcCw@qE[cBc@,BBBBBBBBB,4,4616338,12th Ave N 40th - 57th St,"40.7607,-74.002141 40.76212,-74.91 40.76335,-73.999271 40.76491,-73.99805 40.7667406,-73.996681 40.7693,-73.994801 40.7699605,-73.994521 40.7710104,-73.99438 40.7715106,-73.9942",NYC_DOT_LIC,11.8,0,4616338,269,True,"40.76212,-74.91",2018-07-08T03:00:04.000
Manhattan,2018-07-08T03:59:04.000,}btwFx|ubMsD_AgJcAcR{ByJ_AsBFiEbByCXaFuAkLiDsTaNsPoKmCmB,BBBBBBBBBBBBB,1,4616337,11th ave n ganservoort - 12th ave @ 40th st,"40.74047,-74.009251 40.74137,-74.00893 40.7431706,-74.008591 40.7462304,-74.00797 40.74812,-74.007651 40.748701,-74.007691 40.74971,-74.00819 40.75048,-74.008321 40.751611,-74.00789 40.7537504,-74.00704 40.75721,-74.00463 40.76003,-74.002631 40.7607405,-7",NYC_DOT_LIC,19.88,0,4616337,270,True,"40.74137,-74.00893",2018-07-08T03:00:04.000
Manhattan,2018-07-08T03:59:04.000,y{swFvavbMjANlGSvQn@fa@fBhQdA,BBBBBB,2,4616325,11th ave s ganservoort - west st @ spring st,"40.73933,-74.01004 40.73895,-74.01012 40.7376,-74.010021 40.7346,-74.01026 40.72912,-74.010781 40.72619,-74.011131",NYC_DOT_LIC,28.58,0,4616325,114,True,"40.73895,-74.01012",2018-07-08T03:00:04.000
Queens,2018-07-08T03:59:04.000,kr_xFpqraM|IgFfJaGbNaIjCqAtDw@vDOlLf@xHfBpOnBzJ`A|Cn@pEfBz[|O|HzEtBdBnElFhElHbAxB,BBBBBBBBBBBBBBBBBBB,167,4616312,BWB S Queens Anchorage - WSE S Exit 14 (Linden Pl),"40.7992604,-73.828251 40.79751,-73.827091 40.795711,-73.8258 40.7932906,-73.82419 40.7925904,-73.82378 40.791681,-73.823501 40.7907606,-73.823421 40.7886106,-73.82362 40.7870405,-73.82414 40.78439,-73.8247 40.78249,-73.825031 40.7817,-73.82527 40.78065,-7",NYC_DOT_LIC,56.54,0,4616312,113,True,"40.79751,-73.827091",2018-07-08T03:00:04.000
Queens,2018-07-08T03:59:04.000,ifgwFhlmaMlCu@`Fo@dJMrSp@`PfDnCd@pCk@|B_D^}D_@yCuAoCmIuEsCmEs@sCc@_GYyLaAa^uDuaAKqMLyT\mJ`Dij@,BBBBBBBBBBBBBBBBBBBBBBB,425,4616276,VWE S MP2.66 (Exit 2 Rockaway Blvd) - Belt Pkwy E 182nd St,"40.67445,-73.80181 40.67374,-73.80154 40.6726106,-73.801301 40.6708206,-73.80123 40.66752,-73.801481 40.66479,-73.802321 40.66407,-73.802511 40.6633405,-73.80229 40.6627104,-73.80149 40.66255,-73.800541 40.6627104,-73.799771 40.6631406,-73.799051 40.66481",NYC_DOT_LIC,54.05,0,4616276,201,True,"40.67374,-73.80154",2018-07-08T03:00:04.000
Queens,2018-07-08T03:59:04.000,otqwFbosaMlEuBbBmA~BsC~CuF`CqDxBcC|CgCbK{FnBg@bDYnCXvGb@lADvAA~AUhBm@zA{@vCsCzB_BtEkDzIuKxAiBnGcFbHuDpPaIlN_F,BBBBBBBBBBBBBBBBBBBBBBBBBBB,427,4616259,VWE S MP6.39 (Exit 11 Jewel Ave) - MP4.63 (Exit 6 Jamaica Ave),"40.7279205,-73.83298 40.7268904,-73.83239 40.72639,-73.832001 40.7257505,-73.83126 40.724951,-73.830031 40.724301,-73.829141 40.7236905,-73.82848 40.7229,-73.827801 40.7209605,-73.826541 40.7204005,-73.82634 40.71958,-73.82621 40.718861,-73.82634 40.71746",NYC_DOT_LIC,50.33,0,4616259,177,True,"40.7268904,-73.83239",2018-07-08T03:00:04.000
Queens,2018-07-08T04:59:04.000,avewFpljaM|@hR???fDOlFu@dI??D|P??BhSQ~@_@h@??uDdDcAf@}ANiEQkIG??{GXeC^gBj@EH??qQlGiSvHuC|@u]bNwd@jTwQfI{K`GkPxHqPlG,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB,171,4616357,Belt Pkwy W JFK Expressway - VWE N Jamaica Ave,"40.66673,-73.78649 40.66642,-73.78958 40.66642,-73.78958 40.66642,-73.790421 40.6665006,-73.79161 40.666771,-73.793241 40.666771,-73.793241 40.6667404,-73.796111 40.6667404,-73.796111 40.6667205,-73.799361 40.6668105,-73.799681 40.6669706,-73.79989 40.666",NYC_DOT_LIC,31.68,0,4616357,386,True,"40.66642,-73.78958",2018-07-08T04:00:04.000
Queens,2018-07-08T04:59:04.000,wtewFjveaMkDlo@YvJAxCD`Pt@ha@`Bt`@,BBBBBBB,170,4616356,Belt Pkwy W 182nd St - JFK Expressway,"40.6665206,-73.76246 40.66738,-73.77021 40.66751,-73.77209 40.66752,-73.772861 40.66749,-73.775591 40.66722,-73.78108 40.66673,-73.786471",NYC_DOT_LIC,55.92,0,4616356,67,True,"40.66738,-73.77021",2018-07-08T04:00:04.000
Queens,2018-07-08T04:59:04.000,}sewFnveaMvB{`@HwCDcj@x@oj@SmCWoAw@aCc@eAgBiC_BaB}E}D_XyOiHeFeIwGgTeS_TwMsFsCWE,BBBBBBBBBBBBBBBBBBB,169,4616355,Belt Pkwy E 182nd St - Laurelton Pkwy N @ SSP,"40.66639,-73.76248 40.66579,-73.75706 40.66574,-73.7563 40.66571,-73.7494 40.66542,-73.74244 40.66552,-73.74173 40.66564,-73.74133 40.66592,-73.74068 40.6661,-73.74033 40.66662,-73.73964 40.6671,-73.73915 40.66821,-73.7382 40.67221,-73.73551 40.6737,-73.7",NYC_DOT_LIC,58.4,0,4616355,157,True,"40.66579,-73.75706",2018-07-08T04:00:04.000
Queens,2018-07-08T04:59:04.000,w_iwFtv~`MbBp@bJbFbN`JlC~BhJtJfFrEdHvFtDhCnW~OtAp@nE~CfB`BjBvBlCxGXlALrB}@xXCby@KpDyBva@,BBBBBBBBBBBBBBBBBBBBB,332,4616354,Laurelton Pkwy S @ SSP - Belt Pkwy W 182nd St,"40.683644,-73.72667001  40.68314,-73.72692  40.681365,-73.72806  40.678944,-73.72983  40.678236,-73.73047001  40.67642,-73.73234001  40.67526,-73.7334  40.673794,-73.73464001  40.672886,-73.73533  40.668966,-73.73805  40.668534,-73.73831  40.66749,-73.739",NYC_DOT_LIC,59.65,0,4616354,155,True,"40.68314,-73.72692",2018-07-08T04:00:04.000
